rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,pl_name,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_mnum,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_uj,st_ujerr,st_ujlim,st_ujblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend
30,6 Lyn,b,1,874.77400000,16.27000000,-8.47000000,0,2.180000,0.050000,-0.060000,0,2.21000,0.11000,-0.16000,0,,,,,97.696281,58.162632,56.95,2.36,-2.58,0,,,,,,,,,4978.00,18.00,-18.00,0,0,1.70,0.10,-0.20,0,0,5.20,0.40,-0.30,0,0,6 Lyn b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5.00,K0 III-IV,,0,0,3.16,0.05,-0.05,0,0,1.176,,,0,0,-0.130,0.020,-0.020,0,0,,,,,1.3200,,,0,0,0.127,,0,0,,,,,7.480,,0,0,,,,,6.820,,0,0,,,,,,,,,4.272,0.254,0,0,3.825,0.252,0,0,3.701,0.300,0,0,3.662,0.508,0,1,2.916,0.138,0,1,3.689,0.024,0,1,3.589,0.021,0,0,,,,,,,,,,,,,,,,
31,61 Vir,b,3,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,0.01600,0.00200,-0.00200,0,,,,,199.601318,-18.311195,8.52,0.05,-0.05,0,4.740,,0,0,V (Johnson),,,,5577.00,33.00,-33.00,0,0,0.94,0.03,-0.03,0,0,0.96,0.01,-0.01,0,0,61 Vir b,,,,,,,,,0,,,,,,,,,,,,,,,,,,-8.20,0.10,-0.10,0,0,4.50,G5 V,,0,0,4.34,0.03,-0.03,0,0,-0.095,0.003,-0.003,0,0,-0.010,,,0,0,8.960,2.760,-3.080,0,1.9000,,,0,0,0.156,0.020,0,0,26.870,,1,0,5.710,,0,0,4.740,,0,0,5.450,,0,0,4.330,,0,0,3.970,,0,0,3.334,0.200,0,0,2.974,0.176,0,0,2.956,0.236,0,0,2.144,,-1,0,2.791,0.524,0,1,3.091,0.009,0,0,2.986,0.019,0,0,,,,,,,,,,,,,,,,
32,61 Vir,c,3,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.05700,0.00300,-0.00300,0,,,,,199.601318,-18.311195,8.52,0.05,-0.05,0,4.740,,0,0,V (Johnson),,,,5577.00,33.00,-33.00,0,0,0.94,0.03,-0.03,0,0,0.96,0.01,-0.01,0,0,61 Vir c,,,,,,,,,0,,,,,,,,,,,,,,,,,,-8.20,0.10,-0.10,0,0,4.50,G5 V,,0,0,4.34,0.03,-0.03,0,0,-0.095,0.003,-0.003,0,0,-0.010,,,0,0,8.960,2.760,-3.080,0,1.9000,,,0,0,0.156,0.020,0,0,26.870,,1,0,5.710,,0,0,4.740,,0,0,5.450,,0,0,4.330,,0,0,3.970,,0,0,3.334,0.200,0,0,2.974,0.176,0,0,2.956,0.236,0,0,2.144,,-1,0,2.791,0.524,0,1,3.091,0.009,0,0,2.986,0.019,0,0,,,,,,,,,,,,,,,,
33,61 Vir,d,3,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.07200,0.00800,-0.00800,0,,,,,199.601318,-18.311195,8.52,0.05,-0.05,0,4.740,,0,0,V (Johnson),,,,5577.00,33.00,-33.00,0,0,0.94,0.03,-0.03,0,0,0.96,0.01,-0.01,0,0,61 Vir d,,,,,,,,,0,,,,,,,,,,,,,,,,,,-8.20,0.10,-0.10,0,0,4.50,G5 V,,0,0,4.34,0.03,-0.03,0,0,-0.095,0.003,-0.003,0,0,-0.010,,,0,0,8.960,2.760,-3.080,0,1.9000,,,0,0,0.156,0.020,0,0,26.870,,1,0,5.710,,0,0,4.740,,0,0,5.450,,0,0,4.330,,0,0,3.970,,0,0,3.334,0.200,0,0,2.974,0.176,0,0,2.956,0.236,0,0,2.144,,-1,0,2.791,0.524,0,1,3.091,0.009,0,0,2.986,0.019,0,0,,,,,,,,,,,,,,,,
34,7 CMa,b,1,796.00000000,7.40000000,-7.40000000,0,1.930000,0.010000,-0.010000,0,2.46000,0.14000,-0.14000,0,,,,,99.170990,-19.255878,19.84,0.27,-0.28,0,3.920,,0,0,V (Johnson),,,,4792.00,100.00,-100.00,0,0,1.52,0.30,-0.30,0,0,2.30,0.10,-0.10,0,0,7 CMa b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5.10,K1 III,,0,0,3.25,0.10,-0.10,0,0,1.053,0.011,-0.012,0,0,0.210,0.100,-0.100,0,0,,,,,1.1500,,,0,0,,,,,,,,,5.970,,0,0,3.920,,0,0,4.970,,0,0,3.410,,0,0,2.935,,0,0,2.173,0.244,0,0,1.679,0.234,0,0,1.564,0.252,0,0,-0.682,,-1,1,-0.525,,-1,1,1.653,0.014,0,0,1.541,0.015,0,0,,,,,,,,,,,,,,,,
35,70 Vir,b,1,116.69260000,0.00140000,-0.00140000,0,0.481000,0.003000,-0.003000,0,7.40000,0.02000,-0.02000,0,,,,,202.107544,13.778788,18.11,0.24,-0.24,0,4.980,,0,0,V (Johnson),4.867,,0,5439.00,44.00,-44.00,0,0,1.09,0.02,-0.02,0,0,1.94,0.05,-0.05,0,0,70 Vir b,,,,,,,,,0,54.70,0.88,-0.88,,18.28,0.30,-0.29,,-236.000,0.000,,-575.900,0.000,,622.400,0.000,,4.60,0.10,-0.10,0,0,4.40,G4 V,,0,0,3.90,0.06,-0.06,0,0,0.451,0.009,-0.010,,0,-0.090,0.030,-0.030,0,0,7.770,0.510,-0.510,0,1.5600,0.5000,-0.5000,0,0,0.165,0.021,0,0,,,,,5.950,,0,0,4.980,,0,0,5.690,,0,0,,,,,,,,,3.798,0.286,0,0,3.457,0.206,0,0,3.500,0.294,0,0,2.490,,-1,0,2.951,0.439,0,1,3.257,0.009,0,0,3.186,0.023,0,0,,,,,,,,,,,,,,,,
36,75 Cet,b,1,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,3.00000,,,0,,,,,38.039253,-1.034896,81.50,6.87,-8.27,0,5.350,,0,0,V (Johnson),,,,4846.00,18.00,-18.00,0,0,2.49,0.02,-0.27,0,0,10.50,1.00,-1.00,0,0,75 Cet b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.30,G3 III,,0,0,2.63,0.05,-0.05,0,0,1.730,,,0,0,0.000,0.040,-0.040,0,0,,,,,1.7700,,,0,0,,,,,,,,,7.210,,0,0,5.350,,0,0,6.370,,0,0,,,,,,,,,3.931,0.262,0,0,3.318,0.214,0,0,3.207,0.272,0,0,2.101,,-1,0,2.791,0.494,0,1,3.038,0.008,0,0,2.988,0.021,0,0,,,,,,,,,,,,,,,,
37,8 UMi,b,1,93.40000000,4.50000000,-4.50000000,0,0.490000,0.030000,-0.030000,0,1.50000,0.20000,-0.20000,0,,,,,224.201477,74.900925,159.10,11.00,-11.00,0,6.830,,0,0,V (Johnson),6.494,,0,4847.40,7.50,-7.50,0,0,1.80,0.10,-0.10,0,0,9.90,0.40,-0.40,0,0,8 UMi b,,,,,,,,,0,6.14,0.21,-0.21,,162.84,5.88,-5.49,,13.100,0.100,,3.600,0.100,,13.600,0.100,,,,,,,5.00,K0,,0,0,2.57,0.03,-0.03,0,0,,,,,0,-0.030,0.020,-0.020,0,0,1.700,0.200,-0.200,0,3.6000,,,0,0,,,,,,,,,,,,,6.830,,0,0,7.834,0.015,0,0,,,,,,,,,5.069,0.027,0,0,4.749,0.036,0,0,4.515,0.020,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,81 Cet,b,1,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,5.30000,,,0,,,,,39.424168,-3.396175,97.18,8.37,-10.11,0,5.650,,0,0,V (Johnson),,,,4785.00,25.00,-25.00,0,0,2.40,0.10,-0.40,0,0,11.00,2.00,-1.00,0,0,81 Cet b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.50,G5 III,,0,0,2.35,0.08,-0.08,0,0,1.778,,,0,0,-0.060,0.030,-0.030,0,0,,,,,1.8000,,,0,0,,,,,,,,,7.520,,0,0,5.650,,0,0,6.670,,0,0,,,,,,,,,3.940,0.266,0,0,3.386,0.234,0,0,3.266,0.258,0,0,3.313,0.507,0,0,3.036,0.275,0,1,3.297,0.012,0,0,3.242,0.022,0,0,,,,,,,,,,,,,,,,
39,91 Aqr,b,1,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,3.20000,,,0,,,,,348.972900,-9.087737,45.52,1.77,-1.92,0,4.250,,0,0,V (Johnson),,,,4665.00,18.00,-18.00,0,0,1.40,0.10,-0.10,0,0,11.00,0.10,-0.10,0,0,91 Aqr b,,,,,,,,,0,,,,,,,,,,,,,,,,,,-25.75,0.07,-0.07,0,0,5.00,K0 III,,0,0,2.52,0.05,-0.05,0,0,,,,,,-0.030,0.100,-0.100,0,0,3.560,0.630,-0.630,0,3.9000,0.5000,-0.5000,0,0,0.105,0.002,0,0,,,,,6.370,,0,0,4.250,,0,0,5.360,,0,0,3.670,,0,0,3.175,,0,0,2.263,0.246,0,0,1.690,0.216,0,0,1.597,0.236,0,0,-0.368,,-1,1,0.108,,-1,1,1.790,0.029,0,0,1.698,0.020,0,0,,,,,,,,,,,,,,,,
40,AB Pic,b,1,,,,,260.000000,,,0,13.50000,0.50000,-0.50000,0,,,,,94.803802,-58.054310,45.52,1.64,-1.76,0,9.128,0.019,0,0,V (Johnson),8.776,,0,,,,,0,,,,,0,,,,,0,AB Pic b,13.50000,0.50000,-0.50000,0,,,,,0,19.93,0.21,-0.21,,50.19,0.55,-0.53,,14.100,0.100,,45.000,0.100,,47.200,0.200,,22.20,0.30,-0.30,0,0,5.20,K2 V,,0,0,,,,,0,,,,,0,,,,,0,0.030,,,0,12.0000,,,0,0,,,,,,,,,,,,,9.128,0.019,0,0,10.011,0.028,0,0,,,,,,,,,7.576,0.024,0,0,7.088,0.021,0,0,6.981,0.024,0,0,6.897,0.060,0,0,6.888,0.020,0,0,6.858,0.016,0,0,6.829,0.058,0,0,,,,,,,,,,,,,,,,
41,BD+03 2562,b,1,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,6.40000,1.30000,-1.30000,0,,,,,177.564804,2.760142,2618.00,564.00,-564.00,0,9.580,0.010,0,0,V (Johnson),,,,4095.00,20.00,-20.00,0,0,1.14,0.25,-0.25,0,0,32.35,8.82,-8.82,0,0,BD+03 2562 b,,,,,,,,,0,,,,,,,,,,,,,,,,,,50.88,0.06,-0.06,0,0,,,,,,1.89,0.10,-0.10,0,0,2.700,0.140,-0.140,0,0,-0.710,0.090,-0.090,0,0,5.200,4.750,-2.750,0,2.7000,0.3000,-0.3000,0,0,,,,,,,,,,,,,9.580,0.010,0,0,,,,,,,,,,,,,6.960,0.013,0,0,6.186,0.039,0,0,6.021,0.015,0,0,5.956,0.119,0,0,5.976,0.042,0,0,5.969,0.015,0,0,5.829,0.045,0,0,,,,,,,,,,,,,,,,
42,BD+14 4559,b,1,268.94000000,0.99000000,-0.99000000,0,0.777000,,,0,1.47000,,,0,,,,,318.399963,14.689387,50.03,3.73,-4.38,0,9.630,0.012,0,0,V (Johnson),9.270,,0,5008.00,20.00,-20.00,0,0,0.86,0.15,-0.15,0,0,0.95,0.20,-0.20,0,0,BD+14 4559 b,,,,,,,,,0,20.10,0.24,-0.24,,49.74,0.61,-0.59,,233.800,0.100,,-0.200,0.100,,233.800,0.200,,,,,,,5.20,K2 V,,0,0,4.60,0.05,-0.05,0,0,-0.320,,,0,0,0.100,0.070,-0.070,0,0,,,,,2.5000,1.0000,-1.0000,0,0,,,,,,,,,,,,,9.630,0.012,0,0,10.658,0.057,0,0,,,,,8.620,0.013,0,0,7.882,0.029,0,0,7.455,0.018,0,0,7.336,0.022,0,0,7.207,0.035,0,0,7.350,0.020,0,0,7.289,0.017,0,0,7.176,0.086,0,0,,,,,,,,,,,,,,,,
43,BD+15 2375,b,1,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,1.06100,0.27000,-0.27000,0,,,,,176.482174,14.616381,774.00,165.00,-165.00,0,10.310,0.023,0,0,V (Johnson),9.912,,0,4649.00,30.00,-30.00,0,0,1.08,0.14,-0.14,0,0,8.95,1.45,-1.45,0,0,BD+15 2375 b,,,,,,,,,0,1.64,0.50,-0.50,,610.90,268.29,-142.83,,-26.200,1.500,,-12.400,0.900,,29.000,1.700,,-9.65,0.03,-0.03,0,0,,,,,,2.61,0.12,-0.12,0,0,1.570,0.100,-0.100,0,0,-0.220,0.080,-0.080,0,0,7.410,3.810,-2.520,0,2.5000,0.5000,-0.5000,0,0,,,,,,,,,,,,,10.310,0.023,0,0,,,,,,,,,,,,,8.372,0.013,0,0,7.862,0.025,0,0,7.718,0.009,0,0,7.649,0.029,0,0,7.799,0.019,0,0,7.692,0.018,0,0,7.425,0.152,0,0,,,,,,,,,,,,,,,,
44,BD+15 2940,b,1,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,1.11000,,,0,,,,,240.095566,15.546930,175.44,,,-1,9.046,0.021,0,0,V (Johnson),8.651,,0,4796.00,117.00,-117.00,0,0,1.10,0.20,-0.20,0,0,14.70,2.80,-2.80,0,0,BD+15 2940 b,,,,,,,,,0,2.12,0.24,-0.24,,470.69,60.08,-47.86,,15.200,0.100,,-42.000,0.100,,44.600,0.100,,,,,,,5.00,K0,,0,0,2.80,0.45,-0.45,0,0,2.010,0.750,-0.750,0,0,0.280,0.070,-0.070,0,0,7.100,4.200,-4.200,0,2.3000,0.8000,-0.8000,0,0,,,,,,,,,,,,,9.046,0.021,0,0,10.121,0.038,0,0,,,,,,,,,7.154,0.020,0,0,6.664,0.018,0,0,6.525,0.016,0,0,6.527,0.075,0,0,6.538,0.023,0,0,6.499,0.015,0,0,6.377,0.056,0,0,,,,,,,,,,,,,,,,
45,BD+20 1790,b,1,7.78287000,0.00077000,-0.00076000,0,0.066000,0.005000,-0.006000,0,6.37000,1.35000,-1.35000,0,,,,,110.931612,20.416334,25.40,4.00,-4.00,0,,,,,,9.369,,0,4410.00,,,0,0,0.63,0.09,-0.09,0,0,0.71,0.03,-0.03,0,0,BD+20 1790 b,,,,,,,,,0,36.12,0.31,-0.31,,27.68,0.24,-0.24,,-66.800,1.900,,-229.700,1.700,,239.200,2.500,,8.22,0.01,-0.01,0,0,5.50,K5 V,,0,0,4.53,0.17,-0.17,0,0,-0.770,0.090,-0.100,0,0,0.300,0.200,-0.200,0,0,0.058,0.023,-0.023,0,10.0300,0.4700,-0.4700,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.643,0.021,0,0,7.032,0.017,0,0,6.879,0.018,0,0,6.807,0.070,0,0,6.785,0.021,0,0,6.752,0.017,0,0,6.567,0.069,0,0,,,,,,,,,,,,,,,,
46,BD+20 2457,b,2,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,21.42000,,,0,,,,,154.186910,19.891409,,,,,9.750,,0,0,V (Johnson),9.120,,0,4137.00,10.00,-10.00,0,0,2.80,1.50,-1.50,0,0,49.00,26.00,-26.00,0,0,BD+20 2457 b,,,,,,,,,0,0.40,0.41,-0.41,,2519.91,,-1282.18,,-35.700,1.300,,-29.100,0.500,,46.100,1.400,,,,,,,5.20,K2 II,,0,0,1.51,0.05,-0.05,0,0,3.170,,,0,0,-1.000,0.070,-0.070,0,0,,,,,2.5000,,,1,0,,,,,,,,,,,,,9.750,,0,0,,,,,,,,,,,,,7.299,0.023,0,0,6.606,0.021,0,0,6.420,0.021,0,0,6.380,0.086,0,0,6.355,0.024,0,0,6.363,0.015,0,0,6.191,0.052,0,0,,,,,,,,,,,,,,,,
47,BD+20 2457,c,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,12.47000,,,0,,,,,154.186910,19.891409,,,,,9.750,,0,0,V (Johnson),9.120,,0,4137.00,10.00,-10.00,0,0,2.80,1.50,-1.50,0,0,49.00,26.00,-26.00,0,0,BD+20 2457 c,,,,,,,,,0,0.40,0.41,-0.41,,2519.91,,-1282.18,,-35.700,1.300,,-29.100,0.500,,46.100,1.400,,,,,,,5.20,K2 II,,0,0,1.51,0.05,-0.05,0,0,3.170,,,0,0,-1.000,0.070,-0.070,0,0,,,,,2.5000,,,1,0,,,,,,,,,,,,,9.750,,0,0,,,,,,,,,,,,,7.299,0.023,0,0,6.606,0.021,0,0,6.420,0.021,0,0,6.380,0.086,0,0,6.355,0.024,0,0,6.363,0.015,0,0,6.191,0.052,0,0,,,,,,,,,,,,,,,,
48,BD+20 274,b,1,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,4.20000,,,0,,,,,25.920324,21.005314,,,,,9.360,,0,0,V (Johnson),8.811,,0,4296.00,10.00,-10.00,0,0,0.80,0.20,-0.20,0,0,17.30,0.90,-0.90,0,0,BD+20 274 b,,,,,,,,,0,0.92,0.29,-0.29,,1083.64,504.10,-261.14,,0.300,1.100,,-3.700,0.300,,3.700,1.200,,,,,,,5.50,K5 III,,0,0,1.99,0.05,-0.05,0,0,1.960,0.180,-0.180,0,0,-0.460,0.070,-0.070,0,0,,,,,2.0000,1.5000,-1.5000,0,0,,,,,,,,,,,,,9.360,,0,0,,,,,,,,,,,,,7.003,0.019,0,0,6.337,0.020,0,0,6.169,0.027,0,0,6.107,0.094,0,0,6.141,0.035,0,0,6.106,0.015,0,0,5.991,0.043,0,0,,,,,,,,,,,,,,,,
49,BD+20 594,b,1,41.68550000,0.00300000,-0.00310000,0,0.241000,0.019000,-0.017000,0,0.05129,0.01888,-0.01919,0,0.199,0.012,-0.010,0,53.650966,20.599232,152.10,9.70,-7.40,0,11.038,0.047,0,0,V (Johnson),10.794,,0,5766.00,99.00,-99.00,0,0,0.96,0.03,-0.03,0,0,0.93,0.06,-0.04,0,0,BD+20 594 b,0.05129,0.01888,-0.01919,0,2.230,0.140,-0.110,0,0,5.78,0.25,-0.25,,173.13,7.70,-7.07,,36.200,0.700,,-51.200,0.400,,62.700,0.800,,-20.34,0.00,0.00,0,0,4.00,G,,0,0,4.50,0.08,-0.08,0,0,-0.056,0.068,-0.064,0,0,-0.150,0.050,-0.050,0,0,3.340,1.950,-1.490,0,3.3000,0.3100,-0.3100,0,0,,,,,,,,,,,,,11.038,0.047,0,0,11.728,0.044,0,0,,,,,,,,,9.770,0.022,0,0,9.432,0.022,0,0,9.368,0.018,0,0,9.310,0.024,0,0,9.344,0.020,0,0,9.332,0.038,0,0,8.976,0.527,0,0,,,,,,,,,,,,,,,,
50,BD+48 738,b,1,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.91000,,,0,,,,,40.710224,49.586960,,,,,9.140,,0,0,V (Johnson),,,,4414.00,15.00,-15.00,0,0,0.74,0.39,-0.39,0,0,11.00,1.00,-1.00,0,0,BD+48 738 b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5.00,K0 III,,0,0,2.24,0.06,-0.06,0,0,1.690,0.330,-0.330,0,0,-0.200,0.070,-0.070,0,0,,,,0,1.0000,,,1,0,,,,,,,,,,,,,9.140,,0,0,10.386,0.046,0,0,,,,,,,,,6.704,0.021,0,0,6.077,0.047,0,0,5.904,0.018,0,0,5.887,0.103,0,1,5.831,0.052,0,0,5.854,0.016,0,0,5.746,0.043,0,0,,,,,,,,,,,,,,,,
51,BD+49 828,b,1,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,1.60000,0.40000,-0.20000,0,,,,,45.640529,49.730011,,,,,9.380,0.020,0,0,V (Johnson),8.934,,0,4943.00,30.00,-30.00,0,0,1.52,0.22,-0.22,0,0,7.60,1.30,-1.30,0,0,BD+49 828 b,,,,,,,,,0,2.45,0.25,-0.25,,407.63,47.13,-38.28,,6.900,1.200,,-9.600,0.600,,11.800,1.300,,,,,,,5.00,K0,,0,0,2.85,0.09,-0.09,0,0,1.470,0.130,-0.130,0,0,-0.190,0.060,-0.060,0,0,2.340,1.200,-0.800,0,1.7000,0.8000,-0.8000,0,0,,,,,,,,,,,,,9.380,0.020,0,0,9.430,0.030,0,0,,,,,,,,,7.246,0.009,0,0,6.729,0.019,0,0,6.571,0.015,0,0,6.503,0.079,0,0,6.525,0.022,0,0,6.509,0.016,0,0,6.363,0.062,0,0,,,,,,,,,,,,,,,,
52,BD-06 1339,b,2,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.02700,0.00400,-0.00400,0,,,,,88.251183,-5.994844,20.10,0.65,-0.69,0,9.700,0.009,0,0,V (Johnson),8.999,,0,4324.00,100.00,-100.00,0,0,0.70,,,0,0,,,,,,BD-06 1339 b,,,,,,,,,0,49.78,0.28,-0.28,,20.09,0.11,-0.11,,-1.100,0.100,,-346.800,0.100,,346.800,0.100,,23.62,0.00,0.00,0,0,5.85,K7/M0 V,,0,0,4.74,0.02,-0.02,0,0,-1.022,0.043,-0.048,0,0,-0.140,0.170,-0.170,0,0,4.400,4.000,-4.000,0,0.5700,,,0,0,,,,,,,,,12.290,0.022,0,0,9.700,0.009,0,0,11.030,0.009,0,0,8.860,0.005,0,0,8.100,0.008,0,0,7.128,0.018,0,0,6.517,0.059,0,0,6.305,0.018,0,0,6.266,0.087,0,1,6.232,0.027,0,1,6.231,0.016,0,0,6.213,0.056,0,0,,,,,,,,,,,,,,,,
53,BD-06 1339,c,2,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.17000,0.03000,-0.03000,0,,,,,88.251183,-5.994844,20.10,0.65,-0.69,0,9.700,0.009,0,0,V (Johnson),8.999,,0,4324.00,100.00,-100.00,0,0,0.70,,,0,0,,,,,,BD-06 1339 c,,,,,,,,,0,49.78,0.28,-0.28,,20.09,0.11,-0.11,,-1.100,0.100,,-346.800,0.100,,346.800,0.100,,23.62,0.00,0.00,0,0,5.85,K7/M0 V,,0,0,4.74,0.02,-0.02,0,0,-1.022,0.043,-0.048,0,0,-0.140,0.170,-0.170,0,0,4.400,4.000,-4.000,0,0.5700,,,0,0,,,,,,,,,12.290,0.022,0,0,9.700,0.009,0,0,11.030,0.009,0,0,8.860,0.005,0,0,8.100,0.008,0,0,7.128,0.018,0,0,6.517,0.059,0,0,6.305,0.018,0,0,6.266,0.087,0,1,6.232,0.027,0,1,6.231,0.016,0,0,6.213,0.056,0,0,,,,,,,,,,,,,,,,
54,BD-08 2823,b,2,5.60000000,0.02000000,-0.02000000,0,0.056000,0.002000,-0.002000,0,0.04500,0.00700,-0.00700,0,,,,,150.198837,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,0,V (Johnson),9.417,,0,4746.00,63.00,-63.00,0,0,0.74,0.07,-0.07,0,0,,,,,,BD-08 2823 b,,,,,,,,,0,24.28,0.24,-0.24,,41.18,0.41,-0.40,,-375.400,0.100,,25.600,0.100,,376.300,0.200,,53.34,0.00,0.00,0,0,5.30,K3 V,,0,0,4.13,0.26,-0.26,0,0,,,,,,-0.070,0.030,-0.030,0,0,4.500,4.000,-4.000,0,1.4000,,,0,0,,,,,,,,,,,,,9.880,0.043,0,0,10.880,0.073,0,0,,,,,,,,,7.960,0.020,0,0,7.498,0.047,0,0,7.323,0.021,0,0,7.213,0.043,0,0,7.342,0.020,0,0,7.292,0.017,0,0,7.395,0.108,0,0,,,,,,,,,,,,,,,,
55,BD-08 2823,c,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.33000,0.03000,-0.03000,0,,,,,150.198837,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,0,V (Johnson),9.417,,0,4746.00,63.00,-63.00,0,0,0.74,0.07,-0.07,0,0,,,,,,BD-08 2823 c,,,,,,,,,0,24.28,0.24,-0.24,,41.18,0.41,-0.40,,-375.400,0.100,,25.600,0.100,,376.300,0.200,,53.34,0.00,0.00,0,0,5.30,K3 V,,0,0,4.13,0.26,-0.26,0,0,,,,,,-0.070,0.030,-0.030,0,0,4.500,4.000,-4.000,0,1.4000,,,0,0,,,,,,,,,,,,,9.880,0.043,0,0,10.880,0.073,0,0,,,,,,,,,7.960,0.020,0,0,7.498,0.047,0,0,7.323,0.021,0,0,7.213,0.043,0,0,7.342,0.020,0,0,7.292,0.017,0,0,7.395,0.108,0,0,,,,,,,,,,,,,,,,
56,BD-10 3166,b,1,3.48777000,0.00011000,-0.00011000,0,0.045200,0.002600,-0.002600,0,0.45800,0.03900,-0.03900,0,,,,,164.620003,-10.770376,80.00,10.00,-10.00,0,10.080,,0,0,V (Johnson),9.772,,0,5393.00,,,0,0,1.01,,,,0,,,,,,BD-10 3166 b,,,,,,,,,0,12.17,0.45,-0.45,,82.15,3.17,-2.95,,-183.200,1.600,,-8.100,0.600,,183.300,1.700,,26.40,2.00,-2.00,0,0,5.00,K0 V,,0,0,4.68,,,0,0,,,,,,0.382,,,0,0,,,,,0.9200,,,0,0,,,,,,,,,11.500,,0,0,10.080,,0,0,10.920,,0,0,,,,,,,,,8.611,0.032,0,0,8.300,0.040,0,0,8.124,0.026,0,0,8.109,0.022,0,1,8.141,0.019,0,1,8.145,0.022,0,0,7.566,0.158,0,0,,,,,,,,,,,,,,,,
